DSO,Rank,Month
100063750170000671,4,
100067969170001028,5,
100006810170000805,3000,202601
100060747170000419,1,
100063750170000670,2,202607
100064222170000234,1,
100007007170000153,4000,
100007007170000161,1000,
100006470170001507,2,
100061115170002235,5,
100063843170000856,4,202605
100068018170000585,4,
100007007170000094,15,
100007007170000110,3000,202509
100007007170000086,8000,
100063748170001450,7,
100064152170000671,3,202607
100007007170000062,9,
100007007170000070,5000,
100007007170000078,1,
100007007170000118,8000,202509
100007007170000102,3000,
100007007170000054,8,
100007006170000300,1000,202603
100060648170000849,3,
100063793170000976,5,202606
100064207170000933,5,
100059897170001810,3,
100060632170000955,2000,202509
100063653170001391,14,202606
100064127170002010,9,
100064164170000550,2,202608
100064204170000564,2,
100064212170001008,2,202609
100061489170004036,31,
100063972170000728,2,
100063733170001142,2,202609
100063734170002004,11,
100064244170000364,21,202511
100063742170000529,2,
100063755170000953,5,
100059895170001465,2000,202604
100064012170001307,2,
100068018170000582,7,
100063653170001375,4,
100063742170000523,2,
100006993170000225,1000,202510
100063793170000967,7,202605
100064106170002710,8,
100064244170000362,3,
100006790170000511,3,
100052806170000659,7,202609
100059277170000114,4,
100060610170001482,3,
100061115170002232,1,
100061949170001062,4,202605
100061972170001689,2,
100062954170000890,1,
100063976170004684,17,
100063976170004692,9,
100063976170004700,1,
100064106170002703,17,
100064108170000839,1,
100064127170002004,13,
100064219170001426,9,
100068001170000856,1000,202511
100068125170000229,4,202607
100064204170000562,2,
100007007170000025,11000,202508
100006120170001113,4000,202601
100059897170001797,7,
100060610170001475,5,
100061115170002231,8,
100063733170001131,4,
100063795170000996,1,
100063884170001521,7,
100063972170000725,6,202609
100064111170000273,1000,202509
100064113170000452,9,202606
100064125170001484,16,202606
100064152170000669,2,
100064219170001416,4,
100064219170001424,1,
100068001170000854,16,
100068018170000579,10,202606
100007007170000033,9000,202509
100059895170001457,3,
100060610170001473,9,202607
100061489170004033,1,
100063653170001371,18,202606
100063793170000962,9,202603
100063884170001504,10,
100063884170001512,3,
100064106170002696,5,
100064152170000660,1000,202601
100064212170001003,2,
100064241170000704,5,
100068018170000575,13,202604
100006301170000916,2,
100059895170001453,6,
100060739170001139,5,
100061489170004030,38,
100063663170000850,4,
100063734170002000,13,202607
100064106170002695,6,
100064204170000561,1,202601
100064217170001111,12,202604
100064230170001639,3,
100067969170001017,14,202604
100006155170001390,2,202608
100006880170001005,5000,202512
100060739170001138,6,202609
100063653170001362,5,
100063795170000994,4,202609
100064012170001302,6,
100064208170001129,6,202609
100064232170000620,2,
100067969170001006,16,202602
100068005170001583,3,
100064209170000469,3,202606
100064204170000557,4,
100067997170000537,5,
100006870170000946,4000,202512
100060512170002754,3,
100061115170002222,15,202609
100061489170004026,43,
100063686170002627,5,
100063686170002635,4,
100064012170001299,8,202609
100064164170000540,3000,202511
100064207170000918,13,202604
100064207170000926,7,
100069957170000615,1,
100063686170002621,11,
100064012170001297,2,
100064106170002691,26,
100064219170001408,5,
100064241170000698,2000,202510
100067978170000279,17,
100068126170000096,7,
100007004170000139,5000,202511
100006159170000914,6000,202512
100059896170000852,10,
100062954170000885,2,202609
100063843170000852,4,
100064208170001128,7,202609
100068126170000084,4,
100068126170000092,4,
100064204170000550,11,202604
100006435170001044,2,
100059895170001449,6,
100061115170002219,3,
100063653170001354,7,
100064108170000826,11,
100006120170001111,7,
100060049170001301,4,202607
100061819170000600,5,
100063750170000664,4,202606
100063976170004665,17,
100063976170004673,10,
100006095170001187,1,202601
100006135170002626,1000,202512
100061115170002206,2000,202603
100061220170001577,17,202609
100063733170001126,5,
100064111170000267,3,
100068000170000211,1,202609
100070657170000745,2,202607
100061115170002197,25,202607
100061220170001573,21,202609
100063707170001664,11,202605
100063795170000988,8,202606
100064106170002666,34,
100064106170002674,31,
100064108170000820,14,
100064125170001476,4,
100064219170001403,22,
100068009170000314,1,
100069957170000613,6,
100006125170002655,8000,202511
100059896170000846,3,
100060739170001135,1000,
100061220170001570,24,202607
100063755170000948,7,
100064108170000818,17,
100064241170000678,18,
100064241170000686,24,202607
100068005170001581,1,
100061115170002187,11,
100061489170004012,1,
100063748170001444,4,
100064106170002660,40,
100067970170000198,4,
100068000170000210,3,202606
100070657170000742,3,202606
100063982170001722,21,202602
100059897170001781,9,
100059895170001438,3000,202603
100061489170004001,9,
100061489170004009,50,
100063686170002607,8,
100063733170001125,6,
100063976170004610,41,
100063976170004618,43,
100063976170004626,31,
100063976170004634,63,
100063976170004642,70,
100063976170004650,57,
100063976170004658,49,
100064127170001995,4000,202605
100068125170000204,4,
100068125170000212,3,
100070657170000741,4,
100006880170001001,1000,202512
100059895170001433,28,202607
100063685170001799,6,
100063686170002602,24,
100063976170004597,83,
100063976170004605,76,
100064011170000764,15,
100068005170001577,13,
100006485170001347,3000,202601
100006870170000938,5,202602
100059896170000844,2,
100060697170000911,4,
100063734170001989,22,202603
100064012170001290,12,202607
100068005170001572,15,
100059895170001428,10,
100061489170003988,11,
100061489170003998,18,
100063799170000631,5,202609
100006280170001904,5,
100006870170000928,8,202602
100060512170002721,18,
100061220170001560,31,202605
100061489170003972,85,
100061489170003980,64,
100064127170001994,7,
100067996170000701,6,202609
100069977170001392,6,
100084086170001147,3,
100084086170001145,1,
100006870170000926,10,202601
100063733170001122,11,202603
100064219170001387,26,
100064219170001395,9,
100069969170000732,5,
100069969170000740,1,
100006870170000922,5,
100059895170001422,13,202609
100059896170000837,15,202607
100060639170002702,9,
100061115170002181,40,202605
100063685170001784,13,
100063685170001793,11,
100063686170002590,15,
100064127170001988,10,202605
100064208170001114,4000,202605
100064219170001381,3000,
100064230170001635,3,
100068001170000841,1000,202605
100068005170001566,18,202609
100069969170000719,14,
100069969170000727,6,
100069977170001391,6,202606
100006740170001460,4,
100060512170002710,16,
100060643170001221,3,202607
100063653170001334,7,
100063653170001342,10,
100063685170001775,16,
100063685170001783,21,
100063843170000847,5,202604
100064106170002645,5,
100064230170001627,9,
100068005170001562,7,202606
100068009170000305,4,
100068125170000197,4000,202510
100111868170000249,6,
100111868170000257,1,
100006740170001452,3000,202512
100051369170000922,1,
100059897170001767,16,202609
100060512170002709,11,
100060739170001127,12,202605
100061489170003956,78,
100061489170003964,26,
100063663170000835,3,
100063686170002556,50,
100063686170002564,42,
100063686170002572,34,
100064108170000811,19,202606
100064212170000993,9,202605
100067997170000534,7,
100068009170000291,13,
100068009170000299,3,
100068125170000194,7,
100069964170000965,6,202605
100059896170000833,16,202607
100060049170001293,2000,202603
100060512170002701,7000,202601
100061489170003947,82,
100063653170001328,15,202605
100063663170000830,2,
100063686170002550,16,
100063976170004585,7000,202509
100064230170001610,19,
100064230170001618,6,
100067962170001125,7,
100069977170001385,9,202605
100060512170002692,28,202606
100060610170001457,2000,202601
100064208170001112,6,
100065284170000825,1,
100084086170001133,7,
100063685170001761,32,
100063755170000936,7,
100063755170000944,15,202607
100064230170001592,35,
100064230170001600,8,
100006999170000507,8000,202606
100059279170000389,8,202607
100059897170001754,13,
100061972170001669,13,
100061972170001677,20,
100062954170000877,7,202601
100064198170000174,2000,202510
100006159170000906,9000,202511
100060512170002687,24,
100063685170001756,1,
100063799170000621,3,
100063976170004581,9000,202509
100064012170001278,7,
100064230170001583,18,
100068005170001558,9,202604
100069960170000849,2,
100059897170001733,32,202606
100060610170001456,19,202604
100063982170001703,17,202605
100064219170001376,2,
100006035170000944,1,
100060639170002695,1,
100063815170001175,3,
100064117170001683,19,202605
100064117170001693,6,202607
100068016170000167,1000,
100060512170002670,36,202605
100063815170001167,9,202607
100064244170000344,22,202511
100069957170000610,1000,202607
100060512170002660,38,202605
100063685170001753,3,
100063982170001702,2,
100063686170002546,4,
100069969170000716,4,
100061972170001656,8,
100061972170001664,5,
100063686170002535,6,
100111868170000243,2,
100006880170001000,1,
100059897170001722,7000,202602
100061489170003937,3,
100063686170002518,22,
100063686170002526,18,
100063748170001427,3000,202601
100063748170001435,10,202609
100063795170000973,5,202607
100067962170001116,2000,202605
100069969170000710,1,202605
100006995170000661,2,
100063663170000823,2,
100069960170000839,13,202605
100006740170001449,1,202602
100060512170002650,25,
100067978170000274,2,
100064220170000286,4000,202510
100064220170000277,1,
100064220170000269,5,202512
100064220170000253,14,202509
100064220170000261,13,202509
100063795170000970,2000,202512
100007002170000413,3,
100063799170000618,2,
100006125170002647,10000,202511
100007002170000411,4,
100069967170001346,3,
100006435170001035,4,
100060512170002647,26,
100064113170000443,4,
100061819170000595,3000,202512
100070657170000738,1000,202601
100063750170000652,1000,202511
100006265170000076,1,
100052806170000647,1,202601
100006055170001081,1,
100006730170001102,2,
100068018170000546,6,
100007006170000286,1000,202511
100006810170000802,8,
100060512170002641,31,
100063653170001323,1000,202601
100063982170001700,1,
100064211170000205,1000,
100059897170001715,10,
100063653170001319,14,
100063976170004574,33,
100061489170003923,5,
100063685170001750,2,
100064207170000913,1,
100068125170000186,1000,202601
100007006170000065,2000,202606
100007006170000073,10,
100063663170000811,6,
100007006170000145,14,202605
100007006170000209,1000,202601
100007006170000129,2000,202601
100007006170000169,16,202607
100063843170000840,4,
100064108170000807,10,
100067978170000272,4,
100007006170000089,4,
100007006170000105,6000,202512
100007006170000137,19,202602
100007006170000113,4000,202512
100007006170000177,14,
100006997170000428,2000,202510
100060639170002693,3,
100111868170000234,3,202606
100006159170000905,7,
100063685170001747,3,
100067969170000997,3,
100111868170000238,2,
100007006170000153,4000,202510
100006740170001447,6,
100060512170002627,20,
100061489170003917,10000,
100067969170000996,1,
100063880170000621,1000,
100006095170001163,6,
100006159170000639,3000,
100006135170002508,16,202609
100007001170001107,5,
100006260170002003,14,
100059897170001712,1000,202510
100060512170002577,30,
100060610170001444,5,
100061115170002167,11,
100061115170002176,1,202602
100061220170001552,1,
100060639170002682,1,202607
100061489170003840,17,
100061489170003848,16,
100061489170003865,14,
100063663170000798,11,
100063663170000804,9,
100006120170001100,2000,202604
100063663170000805,11,
100006125170002609,15,
100006125170002617,9,
100063734170001981,1000,202603
100063843170000579,7000,202511
100063686170002445,12,202604
100063976170004533,47,
100006317170001208,2,
100059279170000373,3,
100063976170004552,24,
100063976170004560,18,
100059895170001407,14,
100064012170001274,1,
100006880170000988,2,202606
100061489170003856,17,
100064106170002524,1000,202511
100064106170002599,10,
100064106170002607,14,
100064106170002614,9,
100064108170000806,11,
100006470170001494,1,
100060648170000840,1,
100059895170001390,23,
100061489170003829,25,
100064127170001971,3000,202602
100006730170001072,9,202609
100060739170001119,1,
100064127170001973,5,
100006525170000858,2,
100006740170001446,7,
100064106170002609,4,
100064152170000655,1000,
100006860170000962,9000,202509
100064219170000774,3000,202509
100006125170002629,4,
100061489170003868,3000,
100061489170003876,13,
100063686170002497,4000,
100063707170001656,1,
100064219170001363,7,
100006730170001076,6,
100006120170001098,5000,202510
100060639170002686,5,
100064230170001538,6,
100006740170001425,5,
100064230170001545,4,
100063685170001738,7,
100063686170002471,9,
100064230170001547,5,202604
100064230170001560,23,
100064230170001564,22,
100061972170000950,26,
100063748170001419,2,
100006760170001409,3,
100006760170001417,11,
100064244170000328,5,
100063686170002479,29,
100063686170002487,36,
100064106170002553,33,
100064244170000330,3000,202512
100064245170000351,3,
100064207170000906,1000,202511
100006317170001203,1,202512
100063653170001290,20,
100063884170001458,24,
100063884170001466,14,
100064113170000425,16,202601
100067970170000194,1,202607
100060512170002570,32,
100063685170001724,3,
100064206170000897,1,
100006740170001436,1,
100060512170002596,27,
100061489170003887,12000,202601
100064106170002561,41,202605
100067986170000242,1000,202509
100006260170002007,8,
100060512170002625,21,
100061489170003900,6,
100061489170003908,9,
100059279170000371,6,
100063663170000795,17,
100063686170002450,11,202605
100064106170002531,18,
100068001170000824,1000,202604
100006260170001998,15,
100006997170000426,1,
100063884170001487,1000,202602
100064113170000435,1,
100068001170000828,2,
100006740170001445,5000,202512
100068001170000830,2000,202511
100068004170000136,3000,202510
100063815170001159,3,
100064106170002575,14,
100068004170000137,2000,202511
100063843170000833,1,
100068009170000268,6,
100068016170000144,9,
100060512170002564,7,
100061972170001639,15,
100063884170001477,7,
100068016170000146,2,
100006260170001996,16,
100063686170002466,31,
100006185170000867,2,
100060512170002579,21000,202511
100064106170002541,17,
100063686170002456,12000,202511
100063884170001479,5,
100064113170000432,3,
100006280170001889,12,
100060739170001124,2000,
100064106170002582,11,
100064106170002590,12,
100068004170000138,1000,202601
100068009170000280,4000,202603
100063686170002509,2,202601
100067970170000195,1,
100064106170002618,3,
100006155170001377,2,
100063799170000616,2,
100068126170000072,3,
100059895170001408,13,
100063755170000928,6,
100063976170004570,13,
100069960170000837,2,
100064127170001516,5000,202509
100064127170001524,23,
100006870170000883,7,
100069967170001338,1,
100069969170000427,12,
100069969170000697,5000,202509
100006120170001096,3000,202604
100063685170001708,15,
100069977170001379,3,
100006205170000886,5000,202509
100006730170001078,6,
100007001170001109,3,
100060512170002613,13,
100068011170000546,4,
100068125170000179,20,202603
100064230170001527,7,
100084086170001110,1000,
100084086170001124,2,
100006095170001181,2,
100060512170002623,35,
100062123170000483,2000,202510
100111868170000230,7,
100060579170000619,3000,202603
100060579170000627,14,202609
100063734170001397,1,202602
100063976170003344,136,202601
100068001170000462,5000,202511
100064245170000324,10,
100060512170002431,30,
100063685170001222,45,202604
100069960170000565,1000,202509
100006485170001040,6,
100006215170000176,1,202603
100006500170000881,8,202606
100006780170000229,2000,202603
100060512170002414,79,
100060049170000894,15,202607
100064219170000933,40,202602
100064164170000351,9000,202509
100063972170000451,2000,202511
100063653170000766,82,202605
100064217170000792,7,
100059897170000491,25000,202509
100111868170000089,22,202602
100059895170000301,14000,202510
100006480170001056,14000,202510
100006980170000109,3000,202601
100006125170001926,32,202605
100063653170000864,20,
100063663170000603,3000,202601
100063793170000522,4000,202510
100006760170000723,23,202603
100059897170000507,5000,202601
100006470170001058,2000,202510
100063843170000617,13,
100061220170000986,8000,202509
100063976170003368,3000,202601
100060934170000531,2000,202510
100006960170000139,4,
100006155170000886,6000,202510
100063884170001078,16000,202509
100063734170001405,16,
100063748170001069,36,202606
100059897170001028,8,202602
100069969170000451,2000,202511
100060512170001742,91,
100063742170000508,1,
100069827170000726,1,
100006730170001013,1000,202508
100006265170000069,1,202607
100006870170000499,18,
100007001170001060,13,
100006205170000624,3,
100007001170001053,14,
100006301170000673,1000,202605
100061115170001599,39,202601
100063793170000643,13,
100069978170000199,4,
100006391170000247,4000,202509
100006730170000424,18000,202509
100006810170000277,2000,202601
100060512170001756,87,
100006120170000668,1,
100006880170000521,27,202601
100006345170000399,13,202511
100006880170000599,3000,202510
100068005170001126,4000,202510
100006280170001830,8000,202603
100006740170001373,14000,202509
100063653170001210,50,
100063884170001351,18,
100063884170001359,31,202603
100063884170001367,23,202605
100064113170000378,13,202605
100064113170000386,20,202602
100064209170000411,5,
100060512170002463,54,
100064127170001930,35,202606
100064207170000734,14,
100064198170000133,1000,
100061489170002768,43000,
100064220170000071,15,202601
100061972170001643,11,
100064244170000332,23,202510
100006159170000870,2000,202607
100064241170000649,5,
100064244170000306,8,
100064245170000238,21,202604
100006260170001489,14,202512
100061220170000978,3000,202510
100006480170001064,28,202602
100067996170000252,19,202606
100064152170000469,2000,202509
100006870170000458,12000,202510
100006280170001833,7000,202603
100063742170000499,4,
100063976170004467,21,202510
100063976170004475,66,
100064160170001368,6000,202510
100006435170001014,9,
100067997170000512,1,
100006125170002542,20000,202510
100060512170002455,28,
100068001170000083,2000,202511
100006125170001811,54,202512
100006260170001472,8000,202509
100060579170000611,1000,202606
100060934170000540,3,202511
100068001170000430,27,202606
100064217170000824,13,
100063686170001721,13000,202601
100067969170000630,1000,202512
100067996170000401,13,202609
100064127170001508,18,
100061489170002571,59000,202601
100060049170000921,8000,202509
100059896170000499,9000,202511
100064219170000917,8000,202511
100061115170001557,9000,202511
100063976170003296,5000,202510
100006280170001294,24,
100060632170000572,5000,202509
100060639170002259,5,202603
100067969170000582,8,
100069960170000574,7,
100069967170001050,10,
100069969170000395,17,202511
100067962170000744,2,202601
100063663170000563,9000,202511
100006155170000958,11,202605
100063734170001389,16000,202509
100061115170001549,46,202601
100060512170001701,97,
100063663170000776,16,
100070657170000720,2,
100006385170001772,54,202602
100084086170000807,15,
100063653170000888,57,
100006260170001418,12000,202509
100006385170001861,36,202606
100006790170000212,17,202609
100006485170000836,9000,202509
100006120170000685,8000,202510
100059896170000483,2,202601
100006493170000485,5000,202510
100063653170000848,61,
100061949170000850,4,202606
100006870170000541,12,
100063734170001234,37,202601
100052806170000467,8,
100064127170001444,21000,202508
100063795170000729,20,202603
100063795170000737,7000,202509
100060512170001450,13000,202510
100006135170001842,7000,202510
100006265170000042,5,202510
100063733170000868,19,
100006095170000790,8000,202511
100006860170001006,17000,202509
100007001170000618,7,
100064106170001766,72,202602
100069969170000479,25,202601
100063799170000458,8,
100064113170000275,14000,202511
100069978170000174,6,202604
100063843170000587,4000,202601
100063976170003432,24000,202509
100063976170003440,130,202602
100061115170001541,18000,202509
100061115170001533,3,202601
100006790170000229,2000,202510
100064114170000741,5,
100006205170000636,2,
100006345170000409,7,202609
100006095170000824,4,
100006810170000399,3000,202509
100006730170000606,26,202609
100063715170000680,3000,202511
100006435170000702,12000,202510
100059897170000475,22000,202510
100059897170000808,2000,202511
100060049170000945,30,202605
100068005170001191,7000,202510
100059896170000716,16,
100063755170000629,24,202603
100063755170000637,4000,202509
100063755170000645,2000,202601
100064212170000650,20,
100064125170001057,26,202607
100064219170001298,7000,202511
100063884170001333,4000,202601
100063884170001341,4000,202601
100064113170000367,5000,202509
100006317170001159,6,
100060512170002560,1000,202603
100063884170001474,5,
100063976170004540,43,
100064113170000429,9,
100006135170001812,8000,202510
100006485170000983,5000,202510
100006480170001106,2000,202601
100006125170001786,5000,202510
100006730170000565,10000,202508
100063904170000941,13,202602
100064220170000128,12000,202509
100060610170001003,27,202605
100064108170000644,2,
100067962170000712,5000,202510
100006493170000503,2000,202511
100006280170001286,25,
100006280170001261,4000,202510
100006760170000715,25,202603
100064114170000709,1000,
100006860170001098,15,202603
100006095170000841,2000,202509
100067997170000303,22,202603
100061489170002219,87000,202508
100064117170001001,26,202511
100069967170000932,6000,202511
100006135170002524,6000,202512
100064164170000519,3,
100064152170000641,1000,202609
100068001170000791,19,
100064100170000959,8,
100069964170000928,13,
100063653170001200,42,
100063685170001214,49,202603
100061115170001573,32,202606
100068005170000900,1000,202512
100059279170000084,17,202607
100064125170000892,5000,202509
100069827170000662,3,202509
100060579170000571,5000,202510
100063748170001024,41,202603
100064125170000876,7000,202508
100006470170001042,22,202603
100063707170001144,11000,202601
100006880170000511,8000,202509
100006525170000556,7000,202509
100006493170000572,12,202607
100061961170000718,20,
100060049170000860,1000,
100006095170000832,14,
100064206170000919,9,202606
100064152170000495,1,202602
100063755170000612,2,202605
100063748170001006,24,
100063685170001150,10000,202509
100061489170002333,72000,202601
100069969170000435,2000,202601
100063799170000406,14,202609
100006470170001026,4000,202510
100063686170001661,95,202602
100063815170000968,1000,202509
100059896170000775,17,
100084086170000756,23,
100006385170001966,22,202607
100063904170001015,7,202512
100006870170000574,5000,202510
100069969170000487,24,202601
100006470170001075,3000,202509
100064220170000136,18000,202508
100061220170001514,13,
100059897170000695,54,202602
100063799170000466,3,
100063799170000474,7,202606
100059896170000658,34,202606
100060512170001775,82,
100069960170000584,20,202605
100006385170001925,21,202609
100064108170000700,4000,202510
100061220170001139,22,
100006470170000859,4000,202508
100006740170000904,20,202609
100061220170001147,1000,202601
100006810170000407,16,202603
100006335170001367,10,202605
100064204170000518,8,202606
100068001170000783,2,
100006135170002607,2,
100006880170000985,6,202603
100060610170001436,9,
100060739170001117,1,
100006205170000555,5000,202601
100007001170000504,38,202602
100006999170000259,15,202608
100007001170000553,28,202603
100006760170000829,15,202605
100063734170001192,8000,202509
100060512170001660,112,202606
100061949170000768,1000,202509
100006500170000899,2000,202508
100006260170001343,19,202511
100061972170001590,29,
100006435170000750,21,202603
100006493170000580,9,
100061489170002505,40000,
100006155170000985,7000,202601
100052806170000407,2000,202605
100061961170000710,23,202607
100006385170001587,14000,202509
100060049170000835,20,202603
100006880170000572,17,202604
100006999170000243,2000,202603
100061961170000750,16,
100063793170000610,3000,202510
100063734170001373,5,202601
100061961170000726,3000,202508
100070657170000491,4000,202509
100064206170000664,2000,202512
100063793170000627,7,
100064117170001223,2000,202603
100060934170000473,7000,202509
100006335170000895,10000,202510
100060049170001230,16,
100065284170000798,10,202512
100006870170000516,16,
100060648170000663,1000,202508
100057796170001256,2000,
100060643170000921,1000,202511
100061220170000783,13000,202508
100059897170000387,3,202603
100060739170000846,2000,202510
100006185170000618,9,202609
100006870170000466,25,
100006125170001736,30000,202509
100006335170000920,28,202604
100006335170000936,22,202604
100006335170000944,9000,202510
100006335170000928,34,202602
100006335170000912,6000,202512
100006999170000479,1000,202603
100063653170001192,47,
100064117170001652,24,202601
100063755170000580,4000,202509
100064117170001183,17,
100064152170000530,5,
100063653170000872,19,
100007001170000634,1000,202606
100060934170000621,3,
100006470170001124,8,
100061220170001204,4000,202511
100067962170000865,6,
100059896170001168,1000,202601
100006810170000748,5,
100064106170002405,31000,202509
100064127170001911,13,
100006345170000543,4,
100064100170000951,10,
100061220170001498,20,202607
100061489170003669,15000,
100061489170003677,32000,
100006185170000839,4,
100006125170001861,1000,202511
100063663170000595,36,
100063795170000769,10,
100064100170000746,18,
100064208170000880,3000,202511
100063972170000507,6,
100061489170002734,12000,
100064209170000311,11,
100063976170004454,83,
100063976170004462,74,
100069978170000322,2,202606
100063707170001261,20,
100063663170000635,24,
100063734170001485,2000,202602
100063734170001493,7000,202510
100063734170001501,40,202607
100063734170001509,46,202604
100063734170001517,22,
100063734170001525,11,
100006159170000663,10000,202509
100064245170000316,13,202604
100067974170000180,2,
100006125170002526,6000,202601
100061972170001550,31,
100064106170002379,28,202601
100064230170000847,13000,202508
100064230170000987,61,202602
100006485170001064,5,202602
100061489170002760,49000,202510
100006470170001116,20,202603
100063734170001549,4,
100064230170001052,11,
100063793170000700,4,
100069977170001218,6,
100064208170001087,3000,202510
100064230170001455,28,
100063686170002355,18,202603
100064114170000980,1,
100006205170000865,3,
100063748170001381,3,
100060049170000808,14000,202509
100069967170000986,3,202604
100006493170000548,5000,202510
100063653170000732,8000,202512
100060512170001652,25000,202509
100063734170001285,11000,202509
100006185170000610,7000,202509
100061115170001490,8000,202511
100064230170000907,11000,202508
100064125170001415,9,202601
100006500170001159,4,
100059875170001512,4,
100060934170000589,13,
100006485170001031,27,202606
100067974170000127,5,202601
100006740170001347,16,
100064108170000681,1000,202512
100064211170000117,1,
100061949170000784,3000,202508
100063686170002339,65,
100064114170000964,8,
100061489170003661,39000,
100064114170000733,16,
100061220170001123,29,202607
100006135170002533,12,202603
100006880170000935,5,
100069977170001351,1000,202509
100064100170000738,24,
100006317170000921,2000,202601
100064241170000569,2,
100069978170000208,1000,202512
100063793170000684,1000,202512
100064125170001106,8,
100064245170000259,2000,202510
100069827170000654,2,202510
100006435170000675,4000,202509
100060049170000929,5000,202510
100064211170000143,1000,202511
100063707170001175,3000,202605
100063685170001230,41,
100006435170000791,5000,202510
100068009170000155,5000,202510
100063734170001533,8,
100068016170000025,12000,202602
100062954170000723,1000,202509
100063686170001777,8000,202601
100064230170001044,17,
100068125170000086,14,202604
100061115170001409,9000,202511
100064127170001314,10000,202511
100064208170000744,22,202603
100006480170000814,1,
100069827170000644,4,202509
100061819170000364,14,202604
100064108170000462,1000,202508
100063976170002603,4000,202510
100064106170001560,10000,202601
100064217170000719,2,202601
100068005170000964,19,202607
100061115170001474,6000,202511
100063843170000554,13000,202508
100063653170000675,28000,202509
100059897170000459,47,202605
100069957170000232,1000,202601
100007001170000452,15000,202509
100064117170001215,3000,202509
100063733170000860,3000,202510
100061115170001565,35,202605
100063843170000595,20,
100069967170001042,7000,202509
100006480170001143,9000,202511
100064208170000669,1,202601
100064106170001490,37,
100061220170001010,7000,202509
100060512170001709,144,202512
100068001170000438,5000,202510
100068001170000446,23,202609
100067970170000110,1000,202511
100064106170001719,2000,202510
100061115170001506,2000,
100064208170000784,2000,202510
100069969170000460,17,
100006493170000786,1000,202601
100006740170001366,12,
100067962170000736,6000,202511
100006860170001040,6000,202512
100006730170001029,14,202603
100006860170001413,10,202605
100064106170002413,23,202603
100061489170003693,11000,
100061489170003701,20000,
100006155170001344,6,
100006435170001005,7000,202510
100006385170002653,9,
100006385170002661,17,
100006385170002644,14,
100060512170002549,38,
100068016170000139,11,
100064114170000618,9000,202510
100006999170000291,8,
100064208170000824,13,
100006095170001128,9000,202511
100006730170001021,1000,202601
100063750170000620,9,
100006391170000361,4000,202510
100063685170001640,8000,202601
100061972170001558,32,
100064106170002397,26,202602
100064230170001447,20,202601
100063663170000756,2000,
100063707170001592,5,
100006335170001375,9,202605
100006135170001858,24,202601
100064106170001644,35,
100084086170000791,20,
100061972170001146,18,
100061972170001574,23,
100063742170000494,2,202601
100063972170000427,3000,202510
100111868170000081,2000,202510
100063748170001373,5,
100006780170000423,3,
100064219170001306,16,202601
100069969170000670,13,202604
100064106170002440,48,202604
100060512170001574,113,202606
100067976170000232,7,
100068001170000377,10000,202509
100006035170000683,6,202606
100060512170001668,34000,202508
100006095170000883,1000,
100006155170001053,11,202606
100060579170000603,11000,202601
100006260170001481,16,202511
100006999170000199,4000,202510
100006345170000561,1,
100006860170001115,8000,202510
100059895170000589,56,202602
100006385170001917,24,202608
100064127170001428,23,
100006493170000529,18,202601
100006500170000797,2000,202601
100006730170001057,12,202609
100006740170000837,2000,202511
100006790170000499,3,
100006860170001454,4,202605
100060697170000690,2000,202512
100006810170000415,15,202605
100063686170001614,4,202601
100064212170000617,16,
100006998170000023,1000,202602
100006280170001310,34,202609
100006997170000194,7000,202603
100006730170000623,23,202609
100059895170000453,18000,202510
100007004170000042,1000,202602
100063843170000644,11,
100064219170000982,22,
100059895170001388,2,
100006125170002577,9,202608
100060610170001430,6,
100007002170000119,5000,202510
100006480170000944,2000,202509
100064200170000685,2000,202609
100006998170000125,2,202606
100059897170000347,3000,202601
100059895170000469,5000,202603
100061819170000382,9000,202509
100006301170000616,12000,202509
100006095170001140,4,
100006760170001392,3,
100061819170000573,12,
100061949170001054,1,
100006730170000614,1000,202509
100006345170000417,5,
100061115170001191,21000,202510
100006155170000942,2000,202601
100006155170000926,19,202601
100006155170000918,21,202601
100006125170001720,13000,202510
100063653170000856,58,
100060512170001888,93,202603
100068001170000510,8,202607
100063653170001247,27,
100007004170000125,3,
100063653170001268,4,
100006135170001743,3000,202512
100007001170001099,9,
100063663170000791,1000,
100063982170001698,3000,202509
100006125170001677,16000,202510
100006493170000537,17,202601
100006260170001394,13000,202509
100006125170001753,24000,202508
100063685170001702,4,
100060747170000297,6,
100063734170001349,6,202601
100061949170000760,2000,202601
100006120170000757,13,202601
100064125170000983,4,
100006385170001756,62,202511
100063707170001058,2000,202604
100006095170001155,1,
100006317170001197,4,
100006159170000894,2,
100006280170001871,1,
100006335170001412,5,
100006860170001472,3,
100007001170001082,1,
100063795170000958,4,
100006995170000443,12000,202510
100063653170000774,80,202606
100006760170000847,13,202606
100006740170001408,2,
100006317170001192,1000,202512
100006493170000802,1,
100063843170000823,9,
100006135170002603,5000,202512
100063884170001439,29,
100063884170001447,40,
100060512170002457,58,
100067996170000654,5000,202509
100063972170000475,11,
100059279170000154,2000,202511
100006280170001137,29,202609
100064160170000958,2000,202508
100059895170000923,3,202605
100060934170000481,4000,202510
100006525170000605,5000,202601
100006870170000524,3000,
100061489170002579,54000,202602
100064211170000133,3,202609
100064106170001758,74,202602
100006525170000613,6,202606
100061115170001671,36,202603
100061115170001679,37,202602
100006870170000582,10,
100063793170000692,5,
100006480170001194,2000,202601
100067969170000662,2,
100063685170001632,17,
