DSO,Rank,Month
100063734170002002,8,
100063884170001518,10,
100063884170001526,2000,
100064106170002697,19,
100064113170000449,12,202606
100064125170001481,6000,202510
100064152170000666,5,202605
100064217170001117,3,
100064219170001421,14,
100064220170000410,4,
100067969170001024,2,
100068004170000147,5,
100059277170000112,5,
100059896170000860,1,
100060610170001470,6,202609
100061115170002229,1000,202604
100063653170001368,5,
100063884170001501,13,
100063884170001509,6,
100063972170000723,8,202607
100064127170002000,5,
100064152170000665,3,
100064220170000403,3,
100067969170001022,10,202608
100068001170000852,19,
100006155170001393,3,
100060512170002757,8,
100060934170000805,5,202607
100063653170001367,22,202605
100063707170001671,9,202607
100063799170000637,1000,202603
100064125170001480,19,202605
100064211170000211,2,
100064219170001412,3,
100067969170001014,12,202606
100069978170000339,2,
100006870170000949,3,
100060512170002756,1000,
100061220170001586,14,
100063734170001999,14,202606
100063976170004682,3,
100064111170000270,2,
100064217170001108,1000,202602
100067962170001132,4,
100067996170000711,10,
100063663170000844,5,
100060934170000800,3,
100064244170000357,6,
100006159170000915,1,
100060512170002751,3,
100061489170004023,40,
100063686170002624,10,
100063686170002632,5,
100063982170001727,2,
100064117170001706,11,202606
100064206170000940,2,
100064207170000923,8,
100060512170002748,4,
100062954170000887,1,
100063795170000991,1,
100064106170002688,23,
100064240170000389,2,
100064241170000703,1,
100067974170000209,2,
100006370170000619,2000,202512
100006370170000618,1,
100059895170001451,5,
100061819170000602,4,
100063748170001447,3,
100064117170001704,13,202606
100064241170000694,13,
100067969170001003,3000,202511
100068126170000089,1,
100006370170000615,1,202606
100007001170001118,1,
100060632170000941,2,
100060739170001137,7,202609
100063976170004675,4,
100064100170000989,2000,202601
100064200170000919,6,202606
100064204170000555,6,202606
100061115170002215,5,
100063707170001669,10,202606
100063976170004662,20,
100063976170004670,15,
100069978170000335,3,
100006470170001505,3,
100060632170000939,11,202606
100061115170002211,8,
100061489170004017,4,
100063793170000961,1000,202510
100067996170000706,4,
100069967170001365,5,202607
100006345170000574,5,
100060512170002740,13,
100061115170002202,30,202606
100063653170001352,27,202604
100063734170001995,13,202609
100064106170002663,11,
100064106170002671,15,
100064106170002679,28,
100064117170001699,16,202605
100064219170001400,7,
100064241170000690,16,
100068125170000225,3,
100059895170001444,7,
100060512170002738,14,
100061115170002196,32,202606
100063663170000842,1,
100063795170000987,9,202606
100064217170001102,1000,202511
100064241170000683,22,202608
100067969170001001,4000,202511
100070657170000743,1,
100063686170002616,2000,202509
100060610170001463,14,202606
100061220170001565,26,202607
100067996170000704,1000,202606
100006740170001471,2,
100064244170000350,8,
100006159170000911,6,
100060632170000938,6,202609
100061489170004006,52,
100063686170002604,18,
100063686170002612,2,
100063815170001180,2,
100063976170004615,36,
100063976170004623,24,
100063976170004631,45,
100063976170004639,73,
100063976170004647,62,
100063976170004655,60,
100064125170001470,5,
100068125170000201,5,
100068125170000209,5,
100069967170001352,2,202606
100059895170001430,27,202607
100060697170000913,5,
100063686170002599,21,
100063976170004594,80,
100063976170004602,74,
100063982170001720,11,202609
100064012170001293,10,202609
100068005170001574,12,
100006740170001467,3,202605
100006480170001635,1,
100006870170000935,7,202602
100059887170000071,5,202609
100063663170000839,7,
100063734170001986,19,202606
100063972170000714,2,
100064209170000466,4,202606
100006740170001462,2000,202512
100061489170003969,72,
100061489170003977,66,
100061489170003985,59,
100063799170000628,1,
100069960170000850,1,
100059887170000067,2,
100059896170000842,4,
100060512170002727,14,
100061489170003994,16,
100063685170001796,8,
100064108170000814,4,
100064209170000465,1,
100063653170001349,9,
100006730170001109,2000,202511
100064219170001384,5,
100064219170001392,28,
100068016170000178,1,
100069969170000737,3,
100069969170000746,3,
100063686170002593,28,
100006730170001105,1000,202602
100059896170000834,2000,202603
100060512170002718,1,
100060697170000909,1000,202510
100062123170000489,1,
100063685170001790,10,
100063686170002587,18,
100063982170001716,4,
100064204170000546,2,
100064208170001119,11,202607
100064230170001632,1,
100068001170000837,9,
100068001170000846,24,202607
100068009170000312,1,
100069969170000724,9,
100069977170001388,8,202605
100006260170002018,3,
100059277170000101,10,202605
100060512170002715,15,
100062954170000881,5,202606
100063653170001339,3000,202602
100063653170001347,11,
100063685170001780,13,
100063686170002582,23,
100063982170001713,13,202607
100064106170002650,1000,
100067987170000284,1000,
100068009170000302,8,
100068016170000174,5,
100084086170001141,17,
100111868170000254,4,
100068018170000572,4,202605
100006480170001633,2,
100006740170001457,5,
100060512170002706,6,
100060648170000842,3,
100061489170003953,79,
100061489170003961,23,
100063663170000832,4,
100063686170002553,53,
100063686170002561,45,
100063686170002569,37,
100063686170002577,54,
100064209170000464,1,
100067996170000699,1000,202601
100068009170000288,18,
100068009170000296,5,
100069964170000962,7,202609
100051369170000921,2,
100060049170001290,1000,202604
100060049170001298,6,202606
100060648170000841,4,202609
100061489170003952,31,
100063663170000827,5,
100063685170001769,26,
100063843170000846,4,
100064212170000988,11,202603
100064230170001615,13,
100064230170001623,17,
100068016170000169,8,
100060512170002688,26,202606
100060512170002697,2,
100061115170002179,42,202604
100064230170001607,22,
100065284170000822,7,202606
100068005170001559,21,202606
100063663170000825,15,202603
100063755170000933,9,
100063755170000941,13,202609
100064230170001589,32,
100064230170001597,25,
100059279170000386,10,202606
100059897170001751,16,
100059897170001759,14,
100061972170001674,17,
100061972170001682,8,
100064219170001379,1,
100006391170000382,1000,
100006870170000914,6,
100059896170000831,20,202605
100062123170000487,3,202604
100063733170001120,7,
100064012170001275,15,202606
100064012170001283,19,202605
100064230170001580,15,
100069960170000846,7,202607
100006480170001632,1,
100059897170001730,30,202606
100060512170002681,7,
100063799170000620,4,
100064108170000810,7,
100068003170000154,3,
100060512170002676,4000,202602
100063815170001172,6,202606
100063976170004576,18000,202509
100064117170001689,9,202604
100067962170001120,9,202607
100069960170000840,12,202605
100061489170003945,1,
100063795170000978,1000,202602
100064117170001682,5,
100007006170000293,4,
100059897170001726,5000,202604
100060512170002665,42,202605
100061489170003941,10000,
100063815170001163,13,202605
100063686170002543,17,
100068016170000164,4,202601
100061972170001661,3,
100063686170002532,18,
100064230170001573,5,
100006880170000997,4,
100059896170000827,3,
100060632170000936,1,
100063686170002515,21,
100063686170002523,20,
100063748170001424,2000,202602
100063748170001432,11,202609
100063748170001440,5,
100067962170001113,13,202605
100069957170000604,11,202608
100059897170001719,21,202604
100060697170000907,3,
100064200170000910,1,
100063793170000959,3000,202606
100006260170002016,4,202608
100061220170001557,1,
100064127170001986,3,
100064220170000258,9,202511
100064220170000266,1000,202601
100064220170000274,8,202606
100064220170000282,10,202510
100068018170000571,1,
100059277170000099,2,
100006870170000907,7,
100064117170001681,7,
100006155170001384,5,
100064212170000985,1000,
100006870170000902,15,202601
100064113170000440,8,
100060512170002644,27,
100069967170001345,2000,202510
100060512170002643,15,
100006760170001435,4000,202510
100064106170002641,7,
100006730170001099,1,
100007006170000283,8000,202510
100060512170002638,28,
100061489170003933,6000,
100063663170000822,5,
100064203170000336,1000,
100068018170000543,1,202601
100068018170000551,3,
100068018170000559,3000,202510
100051369170000917,2,
100061220170001556,2,202604
100063742170000516,2,
100064245170000357,4,
100061489170003928,1,
100063663170000817,4,
100064152170000658,5,
100006125170002640,4,
100007006170000126,12000,202510
100007006170000174,8,202607
100007006170000150,5000,202510
100007006170000070,7,
100007006170000078,1,
100007006170000182,7,202607
100006260170002012,6,
100059887170000063,4,202512
100060512170002630,34,
100064106170002635,12000,
100061972170001650,1,
100064125170001465,8,
100063750170000651,2,
100064219170001373,4,
100007006170000086,6,202605
100007006170000062,17,202606
100007006170000166,18,202605
100007006170000134,11000,202510
100007006170000190,9,
100063663170000816,1000,
100069969170000707,11,
100007006170000054,1,202602
100007006170000094,2,
100007006170000198,2000,202509
100007001170001114,2,
100061489170003914,16,
100063884170001494,1000,202601
100084086170001125,4,
100063903170000374,1000,202511
100006345170000392,2000,202510
100063799170000461,6,
100067996170000331,14000,202512
100067962170000731,25,202602
100069978170000161,8000,202509
100006345170000547,3,
100006370170000596,3000,202509
100064220170000075,12,202603
100006525170000591,18,202512
100007001170001056,5000,202601
100006999170000490,3,
100063976170002728,151,202510
100007001170000613,9000,202510
100006205170000870,6,
100060512170002486,24,
100060739170001100,5,
100063884170001348,15,
100063884170001356,34,202602
100063884170001364,26,202604
100064113170000375,10,
100064113170000383,17,202603
100064113170000391,25,202511
100064206170000879,2000,202602
100060747170000317,1000,202510
100006120170001085,4000,202602
100006860170001423,5,202605
100063742170000496,6,
100063884170001370,12,
100063976170004472,63,
100063976170004480,37,
100064220170000069,18,202511
100064230170000620,3000,202509
100063976170003403,133,202602
100061961170001009,4,
100063815170001138,10,
100006485170001325,9,202605
100068003170000108,2,
100060643170001212,2,
100061489170003818,22,
100067962170000771,11000,202508
100084086170000802,16,
100006125170002529,13,
100006730170000601,3000,202510
100006435170000753,19,202604
100006205170000595,7,202607
100063734170001352,24,202607
100006480170001146,8000,202511
100063748170000960,6000,202509
100063982170001368,2000,202510
100064194170000612,2000,202509
100059898170000085,2000,202602
100006317170000851,21,202609
100006730170000593,28,202606
100064158170000299,3,
100006730170000642,19,
100064164170000372,11000,202509
100006790170000175,7000,202511
100064125170001433,1,
100006317170001154,10,202609
100064219170001326,12,202606
100063686170001772,3000,202601
100006790170000256,9,
100006997170000188,13000,202509
100007001170000548,30,202603
100006480170001076,27,202602
100063653170000778,78,202606
100006810170000410,1000,202603
100006280170001297,22,
100064100170000685,1000,202605
100006120170000769,10,202603
100064106170001623,1000,202601
100064106170002383,46,
100064106170002408,42,
100064113170000370,2000,202511
100063884170001336,3000,202601
100061972170001593,28,
100064117170001218,13,
100064204170000372,1000,202511
100064212170000458,6000,202508
100063976170003379,1000,
100063976170003363,2000,202601
100063884170001129,4000,202601
100064220170000195,2000,202509
100064222170000182,5,
100061220170001142,1000,202604
100006155170000889,11000,202509
100063653170000761,85,202604
100061972170001553,30,
100064219170001292,11,
100006995170000455,10000,202511
100006135170001869,21,202602
100006997170000213,10,
100068005170001162,1,202601
100063715170000791,4000,202511
100006159170000608,9000,202509
100059897170000454,4000,202601
100069960170000621,10,
100063972170000518,15,202607
100006159170000666,2000,202508
100059889170000058,1,
100061489170002729,40000,202508
100063976170003583,2000,
100068016170000020,14000,
100084086170000786,19,202601
100064230170001475,15,
100064230170001039,36,
100006095170000844,5000,202510
100006280170001149,14000,202509
100006185170000858,2,202604
100006391170000375,1000,202603
100006730170000617,25,202609
100063880170000632,1000,202509
100006860170001467,2000,202510
100006790170000502,1000,202601
100006159170000892,4,
100006280170001868,3,
100006870170000870,9,
100006860170001466,2000,202602
100007001170000604,12,202607
100006260170001570,10,202604
100007004170000122,3,
100006880170000545,31,202511
100060579170000606,2000,202601
100059897170000342,1,202601
100006055170001058,4,
100006055170001051,7,
100006385170002614,10,
100060697170000904,1000,202601
100061961170000777,5000,202509
100006435170001016,3000,202601
100063663170000779,9,
100063715170001091,3,
100006993170000220,1,202604
100006335170001398,6,202608
100006493170000798,3,
100061220170001540,2,
100063734170001973,5,
100063748170001403,8,
100063748170001411,7,
100006740170001406,42,202511
100063734170001328,3000,202512
100061972170001625,2,
100063653170001265,4000,202510
100063843170000818,3,
100006740170001410,1,
100063843170000827,8,
100006480170001610,7,
100060512170002537,2000,
100060610170001434,3,
100063884170001420,58,
100063884170001428,50,
100063884170001436,43,
100063973170000722,2000,202509
100006740170000899,23,202608
100007002170000174,3000,202601
100059895170000592,35,
100063976170004522,18,202510
100063884170001444,34,
100063982170001696,1,
100006880170000949,13,202606
100059897170001671,2000,202603
100061972170001607,5,
100061972170001615,12000,202509
100064100170000972,1,
100063653170000867,72,
100064106170002452,23,
100064106170002473,18,
100007001170001090,18,
100061115170002165,4,
100006493170000456,1000,
100006997170000415,3,
100064127170001966,8,
100006120170001090,5,202603
100064200170000902,1,
100064204170000534,5,
100064100170000976,4,
100064206170000894,2,
100006480170001583,1000,202601
100060512170002493,7000,202601
100064209170000417,3,
100006301170000619,2000,202606
100064219170001329,12000,202510
100006125170002590,28,
100061949170001052,3,
100064219170001354,8,202606
100006999170000504,1000,202601
100064222170000224,2,
100006810170000760,2,
100006995170000639,13,
100061489170003757,20000,
100061489170003765,47000,202509
100063707170001611,3,
100063707170001619,13,
100064230170001509,6,
100064209170000441,3,
100064219170001346,6,
100064230170001514,1,
100006880170000954,10,
100059897170001679,8,
100061489170003772,55,202606
100061489170003780,23,
100063653170001253,8,
100063795170000944,4000,202512
100064240170000378,1,
100064241170000669,6,
100063653170000745,21000,202510
100064244170000307,7,
100064117170001049,8000,202509
100064114170000647,13,
100063755170000531,29,202606
100064127170001934,16,
100067981170000222,1000,202511
100006810170000758,11000,202509
100006860170001436,6,
100006860170001444,13,202606
100063799170000611,5,
100006125170002548,8000,202510
100059895170001372,3,
100067996170000658,13,
100063884170001411,14000,202509
100067996170000678,4,
100061819170000419,8000,202509
100064156170000340,1000,
100068004170000032,7000,202508
100063686170002383,57,
100061972170001585,30,
100068004170000106,2,202604
100006335170001383,2000,202601
100059895170001380,5,
100063653170001244,45,
100061972170001597,7000,
100063742170000501,3,
100064012170001265,3,
100064212170000955,8,
100064230170001486,10,
100068005170001538,6,
100006301170000897,4,
100006790170000490,3,
100060639170002663,7,
100060639170002671,2,
100061115170002153,21,
100063685170001690,6,
100063707170001628,13,
100063976170004495,35,
100064106170002490,21,
100064209170000436,8,
100064219170001335,23,
100068009170000253,1,202606
100059895170000448,4000,202603
100060579170000614,1,202607
100059896170000770,22,
100063686170002425,37,
100063686170002433,12000,
100068011170000528,3000,
100006880170000969,8,
100061489170003786,16,
100063685170001692,7000,
100063707170001636,2000,202604
100063748170001398,30,202609
100064106170002500,1,
100064244170000320,5000,202601
100068016170000133,15,202606
100064207170000889,1,
100006880170000973,7,
100006740170001396,5,202604
100059895170001383,3,
100060639170002674,7,
100061961170001020,8,
100063750170000640,1,
100063884170001397,3000,202601
100063976170004513,32,
100064113170000405,8,202512
100064152170000647,8,
100068003170000121,11,202512
100007002170000398,6,202601
100060512170002501,20,
100063686170002395,43000,202508
100063976170004486,61,
100064244170000316,12,
100061115170002148,25,202609
100064245170000326,9,
100069960170000830,5,
100063653170000859,21,
100067996170000412,17,202606
100063884170001153,2000,202509
100006385170002611,4,
100060512170002529,41,
100064113170000416,3000,202509
100069827170000913,1,
100069967170001332,4,202601
100006185170000850,2,
100006480170001590,3000,202603
100060512170002505,47,
100061489170003796,9,
100063795170000946,9,
100063884170001378,13000,202510
100064152170000646,1,
100069969170000683,6,202512
100069969170000689,14,
100006385170002582,7000,202512
100061115170002146,26,202609
100064204170000525,1000,202509
100068001170000809,11,
100069977170001354,1,
100006385170002595,5000,202510
100006730170001041,12000,202510
100061489170003741,49000,202509
100061489170003749,29000,
100063685170001680,9,
100064127170001949,10,
100006185170000851,2000,202602
100006385170002601,3000,202603
100006962170000190,1,
100059897170001685,5,
100061220170001532,6,
100061489170003803,34000,202510
100063707170001644,3,
100063843170000814,5000,202512
100063972170000699,2,
100064208170001096,1000,202602
100006317170001186,7,
100064207170000893,21,202511
100006370170000604,3000,202601
100007001170001076,9,
100061949170001049,4,
100063843170000815,5,
100063982170001690,5,
100064117170001670,2000,202602
100067962170001100,10,
100068003170000123,10,202609
100068003170000132,2,
100069977170001363,14,
100006880170000984,2,
100060632170000931,1000,
100063793170000695,16,
100006301170000908,1,
100006485170001339,3,
100006860170001468,1000,202602
100063815170001153,5,
100063795170000938,3000,202512
100068003170000109,15,202511
100006135170002563,5,
100064111170000250,1000,
100006995170000643,2,
100064114170000984,4,202605
100006260170001991,4,202605
100006135170002600,4,
100006260170001990,5,202607
100006335170001409,8,
100006470170001485,3,
100006880170000982,4,
100061489170003815,16000,
100084086170000702,6000,
100084086170000686,12000,202510
100064106170001665,2000,202511
100006995170000479,4,
100060739170001105,5,
100063653170001238,32,
100063815170001149,1000,
100064245170000327,1000,202601
100084086170001084,5,
100006730170001054,4000,202602
100059887170000060,1,
100063663170000788,13,
100064117170001671,1000,202603
100064200170000900,4,
100067997170000516,6,202609
100084086170001099,3,
100064230170001467,44,
100111868170000197,18,202604
100064106170002443,13,202606
100062954170000869,2,
100063686170002405,52,
100063755170000922,3,
100063976170004493,58,
100064245170000330,13,
100111868170000210,4000,
100111868170000221,10,
100060632170000575,4000,202509
100006760170000638,7000,202510
100064152170000509,2000,
100006760170001414,8,
100006125170001773,62,202512
100060747170000292,4000,202510
100006435170000734,1000,202602
100052806170000462,10,202609
100006860170001416,8,202605
100007001170001048,5000,202512
100064127170001922,7000,202601
100064164170000381,5,
100006205170000639,9,202604
100006345170000562,2,
100006810170000789,9,
100061489170003845,6000,
100006385170001920,7000,202510
100061489170002558,24000,202601
100061961170001031,2,
100061972170000945,3000,202603
100061972170000929,5000,202601
100006155170001368,8,
100059897170001696,22,
100063653170001293,5,
100006335170001420,1,
100063653170001306,2,
100006385170001573,15000,202509
100006730170001092,3,
100063663170000807,10,
100006485170001010,6000,202511
100006485170000994,23,202609
100006485170001002,20,202609
100059897170000502,14000,202512
100006480170001120,10000,202511
100069960170000552,4,
100006159170000898,1000,202508
100006125170002614,12,
100063707170001649,2000,
100006435170000761,15,202605
100064117170001142,11000,202509
100006135170001853,26,202601
100006385170001668,18000,202510
100061489170003826,15000,
100061489170003834,12000,
100063976170004528,50,
100060512170002584,14000,202510
100063663170000801,10,
100063686170002463,32,
100064106170002546,35,
100064106170002604,11,
100064106170002629,6000,202510
100006470170001496,1000,202512
100061489170003897,1000,
100061489170003905,7,
100064106170002632,5,
100064108170000802,13,
100006385170001767,58,202512
100007001170000499,41,202511
100063686170001756,19000,202510
100064127170001519,16,
100006760170000586,14000,202508
100061972170001636,12,
100063685170001713,2000,202601
100064160170001371,2,
100006525170000851,5,
100064206170000901,1,
100006159170000903,6,
100006997170000422,6,
100060512170002589,5,
100061489170003873,5000,
100061489170003881,10,
100063686170002494,5000,202601
100063685170001743,6,
100064106170002558,32,
100059896170000823,6,
100060512170002620,9000,202510
100064209170000460,3,
100064106170002427,50,202604
100064220170000065,1000,202509
100060632170000911,1000,202511
100006730170001032,10,
100006135170002528,6,202607
100061972170000953,44,
100061972170001117,19,
100060610170001441,1000,202605
100061489170003837,14000,
100064219170001357,6,
100064219170001365,16,
100006730170001084,4,
100063976170004567,11,
100064219170001370,15,
100064219170001372,1,
100006997170000420,8,202609
100061220170001549,2,
100063884170001455,21,
100063884170001463,17,
100064106170002525,12,
100064212170000975,4,
100060512170002557,53,
100063884170001471,8,
100063976170004545,40,
100064209170000450,2,
100006740170001441,6000,202512
100063884170001491,3,
100006480170001067,8000,202510
100064106170001631,26000,202509
100060610170001443,6,
100061489170003853,34,
100063685170001710,13,
100064230170001522,7000,202511
100060512170002575,15,
100064230170001535,4,
100059895170001405,16,
100064230170001542,4,
100063686170002476,27,
100063686170002484,9,
100064106170002550,16,
100064230170001552,10,
100006125170001662,11000,202510
100006135170001807,2000,202510
100063748170001376,3,
100064244170000302,3000,
100064164170000522,1000,202511
100063976170004441,2000,202509
100063976170004449,5,202602
100061972170001569,25,
100063686170002358,47,
100006810170000792,1,
100064244170000327,1000,202601
100064244170000333,6,
100064244170000341,4,
100064245170000344,7,
100063653170001297,19,
100063685170001717,5000,
100063976170004546,15000,202509
100064245170000347,7,
100060632170000935,3,
100064245170000353,2,
100006760170001424,2,
100064106170002565,27,
100067962170001106,5,
100060697170000733,4,
100006525170000632,1000,202604
100064100170000733,28,
100064100170000741,31,
100006125170001985,1000,202603
100063750170000523,15,202609
100064204170000422,3,202512
100064117170001324,11,
100006810170000487,4,
100061972170001158,33,
100059897170000950,1000,202601
100063982170001448,10,
100067978170000172,7,202603
100006335170000996,11000,202510
100067996170000307,6000,202603
100059896170000494,15000,202510
100063685170001619,17000,
100063686170002342,62,
100067996170000688,2,
100059279170000370,7,
100067997170000526,1000,202508
100059896170000502,7000,202511
100064117170001210,2,
100063734170001979,1,
100063793170000951,2,
100006995170000657,1000,
100063653170001305,21,
100068001170000829,3000,202510
100064114170000696,6000,202512
100061961170001028,6,
100063976170004549,35,
100063976170004557,26,
100064011170000752,2000,202509
100068003170000148,2,
100063742170000509,2,
100068009170000265,9,202606
100068009170000269,5000,202603
100006280170001305,36,202609
100006470170001045,21,202603
100064125170001011,2000,202510
100059897170001700,19,
100063976170004530,27,
100068016170000142,10,
100006740170001434,2,
100068016170000152,3000,
100068018170000481,1000,202601
100060632170000634,7,
100061115170002171,8,
100063686170002453,14000,202511
100063748170001420,3,
100063884170001484,2,
100064241170000673,3,
100006095170001178,1,
100006155170001374,1,
100006740170001432,2,202512
100063685170001733,1000,202603
100006280170001841,14,
100006280170001849,19,
100006740170001390,5000,202511
100068001170000813,9,
100068125170000131,9000,202509
100006260170001982,7,
100060610170001426,13,
100061489170003738,31000,
100063982170001684,5,
100064114170000985,3,
100068005170001541,2,
100064106170002596,23000,202509
100006280170001886,9,
100006790170000508,2,
100064106170002579,8000,
100064106170002587,21,
100064106170002595,7,
100068009170000277,6000,202509
100068125170000166,6000,202510
100006301170000915,3,
100061115170002173,5,
100068125170000176,21,202603
100064206170000857,7,
100063653170001179,16,
100007001170001031,26,202609
100069960170000434,2,202510
100006999170000220,4000,202602
100063748170000993,25,
100006525170000575,1000,202511
100006740170000779,12000,202509
100059279170000116,5000,202603
100006790170000506,1000,202605
100064106170002572,13,
100064127170001981,1,202603
100069964170000957,1,
100064117170001647,7,
100064117170001655,6,
100069967170001310,7,
100068126170000036,5,202607
100064114170000565,13000,202510
100064106170001714,1000,202601
100006185170000640,5000,202511
100063686170001656,92,202602
100064106170001753,21000,202512
100060512170001760,86,
100069969170000691,7,202606
100007001170000556,25,202604
100061961170000761,4000,202511
100068005170001153,2,202512
100063733170000847,27,202605
100064222170000193,2,
100064230170001047,32,
100060512170001899,91,202604
100006125170001993,35,202609
100006470170001119,11,
100061489170002754,18,
100061489170002763,29,
100006485170001043,1000,202601
100006485170001051,7,
100064127170001527,30,202603
100006730170001087,4,
100064232170000608,2000,202509
100069977170001382,2,
100064117170001101,3,202511
100064106170001607,86,202601
100060639170002336,13,
100063795170000772,2000,202601
100061489170002746,10000,
100063686170001764,8000,
100064125170001118,5,
100067996170000372,4000,202508
100006260170001986,6,202603
100006740170001397,4,
100060648170000837,3,
100064106170002515,11000,202510
100067996170000670,10,
100006385170002650,6,
100006385170002658,14,
100006385170002633,5,
100006385170002641,11,
100059896170000814,8,
100063653170001284,21,
100060512170001726,24000,202510
100006280170001365,31,202609
100006880170000651,8000,202508
100064208170000875,1000,202512
100060648170000712,8,202606
100069977170001211,3000,202509
100069964170000733,10,202604
100006860170001136,3000,202510
100063972170000486,20,202603
100006997170000399,4000,202510
100061819170000584,3,
100006095170001176,2,
100059895170001406,15,
100063795170000962,3,
100064106170002627,1,
100006155170001381,13000,202509
100060512170002593,5000,202511
100061489170003884,12,
100006860170001126,4000,202510
100068018170000497,2000,202511
100060512170002470,20000,202510
100084086170000629,5000,202601
100061972170000921,9000,
100006125170001653,34000,202508
100006485170000937,1000,202603
100064230170001006,14,202604
100084086170001116,6,
100059897170001710,1,
100064209170000457,5,
100068011170000543,2,
100068018170000539,1000,202509
100084086170001121,3,
100063686170001664,91,202602
100068126170000075,6,202605
100007004170000047,4,
100111868170000189,2000,
100006730170001074,8,
100006317170001205,2,
100061489170003861,12000,
100064106170002536,5000,202510
100064230170001533,6,202603
100111868170000222,2,202510
100064106170002615,10,
100064106170002623,2,
100111868170000228,1000,
100059279170000166,11,
100006740170000907,19,202609
100006125170001896,41,202602
100006125170001913,12000,202510
100063734170001344,13000,202509
100006280170001082,2000,202609
100060512170002426,76,
100060579170000622,5000,202510
100060579170000630,12,
100069964170000588,3000,202510
100060512170002409,6000,202601
100063843170000800,13,
100061819170000359,12,202609
100064217170000682,1000,202604
100061115170001485,6,202512
100061220170001061,7000,202511
100064114170000688,8,
100006880170000575,28,202601
100063653170000703,91,202603
100006095170000756,8000,202511
100059279170000132,4000,202604
100006125170001789,67,202512
100061115170001528,4000,202512
100061949170000755,5000,202510
100063663170000509,11000,202510
100059897170000438,16000,202511
100063733170000813,29,202604
100006480170001101,4000,202511
100006335170000980,1000,202601
100064245170000224,3000,202601
100063795170000732,17,202606
100006760170000726,21,202604
100063734170001320,10000,202510
100064208170000755,20,202605
100064152170000448,17,202511
100063715170000741,4000,202508
100006999170000270,14,202609
100063976170003339,134,202601
100063976170003347,138,202601
100006998170000112,4,202601
100060632170000617,2,
100070657170000446,12,202607
100006500170001162,3,
100060512170002434,21000,202510
100063884170001344,3000,
100060697170000879,10,
100064108170000788,2000,202512
100006280170001825,8,
100006860170001069,20,202601
100006215170000160,3,202512
100007003170000021,3000,202602
100006335170000923,5000,202512
100006335170000931,42,202601
100006335170000947,17,202605
100006335170000939,12,
100006335170000915,26,202604
100069978170000153,4000,202509
100006962170000130,5,
100064117170001202,15,
100059895170000416,47,202605
100006301170000643,1000,202511
100064212170000596,5,202607
100063734170001360,1000,202601
100006301170000630,13000,202509
100063653170000686,27000,202509
100059897170000406,6000,202512
100006159170000626,3000,202606
100006125170001848,25000,202509
100006260170001510,2000,202510
100064125170001019,1000,202510
100064204170000398,6000,202510
100064156170000439,3000,202509
100064208170001105,3,
100064212170000580,27,202608
100006870170000502,17,
100061489170002664,33000,202603
100006500170000936,7,202607
100006995170000463,6,202604
100063685170001251,34,
100069967170001055,16,202601
100063734170001480,5000,202512
100063734170001488,32,
100063734170001496,37,202609
100063734170001504,43,202605
100063734170001512,25,
100063734170001520,19,
100063734170001528,9,
100061115170001658,10000,202508
100060512170002521,6000,202605
100063707170001148,10000,202609
100064230170000713,16,202510
100060579170000493,9000,202510
100064230170000982,64,
100061972170001100,42,
100063976170004433,41,
100068016170000096,1000,
100063685170001651,17000,202510
100063884170001328,9000,202509
100064241170000646,7,
100064219170001317,14,202605
100068016170000105,6,
100064125170001035,4000,202509
100060739170000882,1000,202510
100006159170000642,15000,202510
100063972170000454,2,
100064209170000306,7000,202509
100052806170000445,1000,202510
100061220170001118,32,202606
100006385170001800,46,202603
100064230170000910,10000,202508
100067962170000747,1,
100061115170001560,39,202603
100060934170000543,1,202512
100006870170000527,23,
100068001170000513,1000,202601
100006095170000894,6,
100064219170000985,13,
100067996170000421,10000,202602
100006335170000858,6000,202509
100006335170000842,7000,202509
100063748170001064,22,
100006790170000240,12,
100061220170001126,7,202602
100006470170001078,1000,202510
100068001170000433,26,202607
100063715170000707,19,202604
100060747170000249,11,202607
100061220170000965,11000,202509
100067985170000176,1,
100069967170000981,8000,202510
100063972170000336,19,202602
100063707170000966,1000,202605
100006485170000961,7000,202508
100063653170000694,31000,202509
100064127170001357,9000,202510
100067997170000323,13,202606
100061115170001576,29,202607
100059897170001031,1,202603
100063734170001408,12,
100063755170000522,5000,202509
100064125170000911,6,202605
100006335170000898,12000,202509
100068005170000975,3000,202510
100063976170003299,17000,202509
100006280170001289,23,
100006997170000197,3000,202605
100006730170000626,21,202609
100063653170000851,73,202606
100060512170001883,65,
100068009170000158,4,
100064212170000620,2000,202512
100063715170000783,1000,202509
100061961170000721,17,
100068125170000091,13,202605
100006860170001017,2000,202601
100006335170000907,14000,202509
100063715170000816,5000,202509
100061115170001536,14000,202510
100060610170001006,4000,202512
100063663170000630,16,
100061220170001191,6000,202512
100061489170002713,14000,202604
100061489170002721,37000,202601
100064209170000331,10,
100064230170001031,54,202604
100068009170000150,2,202605
100067997170000349,7,202609
100059895170000881,17,
100069967170001072,16,202609
100006480170001188,6,
100006301170000583,16000,202509
100063750170000443,22,202512
100006317170000835,3000,202511
100006370170000418,6000,202511
100060739170000841,1000,
100007001170000345,7000,202512
100063653170000580,10000,202512
100084086170000654,7000,202509
100063750170000460,16,202512
100060639170002136,8000,202508
100069960170000527,8,202601
100059896170000653,4000,202510
100059896170000661,40,202602
