Month,DSO
202605,100064207170000728
202605,100006860170001110
202605,100064244170000224
202605,100069964170000636
202605,100060632170000583
202605,100006385170001936
202605,100063799170000366
202605,100070657170000421
202605,100064206170000924
202605,100064212170000653
202605,100007002170000198
202604,100006280170001934
202604,100061115170002229
202604,100063653170001352
202604,100060049170001290
202604,100061115170002179
202604,100062123170000487
202604,100064117170001689
202604,100059897170001719
202604,100061220170001556
202604,100063884170001364
202604,100006435170000753
202604,100006205170000595
202604,100061220170001142
202604,100063653170000761
202604,100006185170000858
202604,100006260170001570
202604,100006993170000220
202604,100068004170000106
202604,100063707170001636
202604,100006740170001396
202604,100111868170000197
202604,100006205170000639
202604,100064106170002427
202604,100006525170000632
202604,100068009170000269
202604,100007001170000556
202604,100060512170001899
202604,100069964170000733
202604,100064230170001006
202604,100059279170000132
202604,100063733170000813
202604,100006760170000726
202604,100006335170000915
202604,100006995170000463
202604,100061115170001560
202604,100063715170000707
202604,100061489170002713
202604,100064230170001031
202604,100064106170002400
202604,100006135170001927
202604,100068001170000372
202604,100006999170000212
202604,100059896170000398
202604,100059896170000762
202604,100063755170000640
202604,100063685170001217
202604,100061220170001159
202604,100067997170000306
202604,100063843170000582
202604,100063982170001416
202604,100065284170000703
202604,100064125170001052
202604,100006999170000254
202604,100006120170000836
202604,100067962170000820
202604,100063793170000638
202604,100064125170001060
202604,100059895170000791
202604,100006095170001132
202604,100070657170000389
202604,100064212170000522
202604,100060512170001462
202604,100059895170000472
202604,100061961170000793
202604,100068005170001218
202604,100006760170000892
202604,100064219170000977
202604,100006810170000471
202604,100064241170000555
202604,100063976170003523
202604,100063976170003531
202603,100068009170000316
202603,100061949170001060
202603,100063799170000637
202603,100059896170000834
202603,100064212170000988
202603,100063663170000825
202603,100064220170000075
202603,100064113170000383
202603,100007001170000548
202603,100006810170000410
202603,100006391170000375
202603,100059897170001671
202603,100006997170000415
202603,100006120170001090
202603,100059895170000448
202603,100006480170001590
202603,100006385170002601
202603,100064117170001671
202603,100061972170000945
202603,100006125170001985
202603,100067996170000307
202603,100006470170001045
202603,100063685170001733
202603,100068125170000176
202603,100059279170000116
202603,100064127170001981
202603,100064127170001527
202603,100006260170001986
202603,100063972170000486
202603,100006485170000937
202603,100064230170001533
202603,100063653170000703
202603,100006860170001069
202603,100061489170002664
202603,100006385170001800
202603,100059897170001031
202603,100063748170001384
202603,100061972170001561
202603,100069969170000649
202603,100064127170001414
202603,100063904170001246
202603,100064245170000319
202603,100006480170000947
202603,100061489170002697
202603,100068004170000058
202603,100064117170001252
202603,100007001170000540
202603,100067996170000364
202603,100060697170000650
202603,100064012170001022
202603,100006999170000262
202603,100060934170000559
202603,100006993170000142
202603,100063976170003727
202603,100064127170001511
202603,100006435170001000
202603,100067978170000189
202603,100064114170000752
202603,100069957170000185
202603,100063748170001091
202603,100064219170000969
202603,100067969170000593
202603,100007001170000629
202603,100064106170001789
202603,100006997170000376
202603,100069827170000705
202603,100069978170000169
202603,100063715170000691
202603,100068005170000903
202603,100069960170000458
202603,100059895170000815
202603,100006435170000786
202603,100061489170002689
202603,100060739170000910
202603,100067962170000811
202603,100067997170000331
202603,100063976170003539
202602,100064217170001108
202602,100006870170000935
202602,100006730170001105
202602,100063653170001339
202602,100060512170002676
202602,100063795170000978
202602,100063748170001424
202602,100007006170000054
202602,100067962170000731
202602,100063884170001356
202602,100064206170000879
202602,100006120170001085
202602,100063976170003403
202602,100059898170000085
202602,100006480170001076
202602,100006135170001869
202602,100006860170001466
202602,100006185170000851
202602,100064208170001096
202602,100064117170001670
202602,100006860170001468
202602,100006730170001054
202602,100006435170000734
202602,100063976170004449
202602,100006999170000220
202602,100063686170001656
202602,100063686170001664
202602,100006125170001896
202602,100063976170003339
202602,100007003170000021
202602,100067996170000421
202602,100061220170001126
202602,100063972170000336
202602,100059896170000661
202602,100069960170000578
202602,100061489170002737
202602,100063653170000612
202602,100063884170001137
202602,100006125170001880
202602,100006301170000676
202602,100064106170001761
202602,100063685170001209
202602,100006260170001589
202602,100059895170000823
202602,100067997170000279
202602,100084086170000735
202602,100006780170000197
202602,100063707170001169
202602,100006760170000876
202602,100060512170001802
202602,100067962170000803
202602,100064106170001777
202602,100064127170001535
202602,100064204170000380
202602,100063653170000827
202602,100063976170003735
202602,100068016170000076
202602,100006435170000725
202602,100069964170000660
202602,100006185170000649
202602,100006385170001832
202602,100060512170001778
202602,100063748170001115
202602,100006280170001357
202602,100063707170001130
202602,100069969170000491
202602,100068001170000473
202602,100064200170000696
202602,100064100170000701
202602,100070657170000373
202602,100060632170000543
202602,100063843170000590
202602,100061489170002598
202602,100068018170000473
202602,100084086170000670
202602,100059895170000392
202602,100061489170002622
202602,100006135170002031
202602,100069960170000450
202602,100061489170002614
202602,100068005170001202
202602,100059897170000827
202602,100006301170000668
202602,100063715170000849
202601,100007008170000067
202601,100064241170000708
202601,100064125170001511
202601,100061961170001046
202601,100052806170000656
202601,100068004170000153
202601,100064100170000989
202601,100067996170000699
202601,100068016170000164
202601,100064220170000266
202601,100006870170000902
202601,100068018170000543
202601,100063884170001494
202601,100007001170001056
202601,100063686170001772
202601,100064106170001623
202601,100063884170001336
202601,100063976170003379
202601,100063976170003363
202601,100063884170001129
202601,100068005170001162
202601,100059897170000454
202601,100084086170000786
202601,100006790170000502
202601,100060579170000606
202601,100059897170000342
202601,100060697170000904
202601,100006435170001016
202601,100007002170000174
202601,100006480170001583
202601,100060512170002493
202601,100006999170000504
202601,100006335170001383
202601,100064244170000320
202601,100063884170001397
202601,100007002170000398
202601,100069967170001332
202601,100006370170000604
202601,100064245170000327
202601,100064127170001922
202601,100061489170002558
202601,100061972170000929
202601,100006135170001853
202601,100063685170001713
202601,100063686170002494
202601,100064244170000327
202601,100059897170000950
202601,100067978170000172
202601,100068018170000481
202601,100064106170001714
202601,100064106170001753
202601,100006485170001043
202601,100064106170001607
202601,100063795170000772
202601,100084086170000629
202601,100060512170002409
202601,100061115170001485
202601,100006880170000575
202601,100006335170000980
202601,100064245170000224
202601,100063976170003347
202601,100006998170000112
202601,100063734170001360
202601,100069967170001055
202601,100068001170000513
202601,100006860170001017
202601,100061489170002721
202601,100069960170000527
202601,100059887170000012
202601,100063799170000469
202601,100060639170002328
202601,100064245170000262
202601,100060747170000325
202601,100006790170000280
202601,100068016170000067
202601,100068009170000248
202601,100064219170001309
202601,100084086170000727
202601,100111868170000092
202601,100064219170000928
202601,100006260170001940
202601,100069960170000560
202601,100061489170002044
202601,100067969170000552
202601,100060512170001735
202601,100059897170000478
202601,100006860170001061
202601,100064011170000658
202601,100064219170001301
202601,100064230170000974
202601,100063686170001638
202601,100059895170000464
202601,100070657170000510
202601,100068126170000020
202601,100006370170000459
202601,100006780170000288
202601,100063843170000792
202601,100006880170000537
202601,100061961170000593
202601,100063685170001161
202601,100064219170000870
202601,100059897170000510
202601,100061489170002352
202601,100063653170000753
202601,100006500170000894
202601,100006335170000890
202601,100069960170000587
202601,100061115170001602
202601,100063685170001635
202601,100063686170002350
202601,100061115170002126
202601,100063686170001724
202601,100068005170000951
202601,100063976170003251
202601,100060747170000333
202601,100061115170001706
202601,100069967170001045
202601,100064106170001822
202601,100061972170001141
202601,100061489170002336
202601,100084086170000794
202601,100064125170000969
202601,100067996170000356
202601,100063707170000910
202601,100059895170000799
202601,100063734170001448
202601,100063685170001643
202601,100006480170001573
202601,100063755170000916
202601,100063715170000725
202601,100060579170000590
202601,100063972170000438
202601,100064230170000859
202601,100061489170002574
202601,100006493170000591
202601,100060632170000643
202601,100064012170001245
202601,100068005170001170
202601,100059898170000224
202601,100068126170000012
202512,100006370170000619
202512,100006740170001462
202512,100006730170001109
202512,100059887170000063
202512,100067996170000331
202512,100006525170000591
202512,100063734170001328
202512,100063795170000944
202512,100064113170000405
202512,100068003170000121
202512,100069969170000683
202512,100006385170002582
202512,100063843170000814
202512,100063795170000938
202512,100006260170001979
202512,100006125170001773
202512,100007001170001048
202512,100059897170000502
202512,100006470170001496
202512,100006385170001767
202512,100006740170001441
202512,100064204170000422
202512,100064114170000696
202512,100006740170001432
202512,100068005170001153
202512,100064208170000875
202512,100006125170001789
202512,100061115170001528
202512,100064108170000788
202512,100006335170000923
202512,100006335170000931
202512,100059897170000406
202512,100063734170001480
202512,100060934170000543
202512,100064212170000620
202512,100060610170001006
202512,100061220170001191
202512,100007001170000345
202512,100063750170000460
202512,100068005170001194
202512,100063686170002367
202512,100060512170001614
202512,100061115170001552
202512,100006385170002575
202512,100064208170000787
202512,100064108170000763
202512,100060739170000902
202512,100069960170000519
202512,100064164170000362
202512,100068005170001178
202512,100068005170001186
202512,100064203170000257
202512,100064117170001316
202512,100068125170000083
202512,100064114170000768
202512,100063733170000839
202512,100059897170000414
202512,100061115170001586
202512,100061115170001698
202512,100064114170000776
202512,100064217170000658
202512,100067962170000715
202512,100064127170001406
202512,100063707170000918
202512,100064208170000843
202512,100064106170001769
202512,100064208170000664
202512,100060632170000526
202512,100064217170000690
202512,100006125170001805
202512,100059277170000023
202512,100059887170000029
202512,100064212170000661
202512,100006760170000917
202512,100061220170001509
202512,100060697170000709
202512,100063750170000507
202511,100069957170000624
202511,100063976170004704
202511,100063976170004712
202511,100067969170001003
202511,100064217170001102
202511,100064220170000258
202511,100063903170000374
202511,100064113170000391
202511,100064220170000069
202511,100006480170001146
202511,100006790170000175
202511,100064113170000370
202511,100064204170000372
202511,100006995170000455
202511,100063715170000791
202511,100006880170000545
202511,100006740170001406
202511,100064106170002452
202511,100067981170000222
202511,100064207170000893
202511,100068003170000109
202511,100064106170001665
202511,100006485170001010
202511,100006480170001120
202511,100060512170002584
202511,100064106170002629
202511,100007001170000499
202511,100060632170000911
202511,100064230170001522
202511,100064164170000522
202511,100059896170000502
202511,100063686170002453
202511,100006740170001390
202511,100006525170000575
202511,100006185170000640
202511,100061961170000761
202511,100064117170001101
202511,100060512170002593
202511,100068018170000497
202511,100061220170001061
202511,100006095170000756
202511,100059897170000438
202511,100006480170001101
202511,100064152170000448
202511,100006301170000643
202511,100069967170000981
202511,100063750170000443
202511,100006317170000835
202511,100006370170000418
202511,100063653170000580
202511,100063793170000935
202511,100063685170001284
202511,100006205170000611
202511,100063734170001392
202511,100006385170001888
202511,100060747170000266
202511,100064108170000711
202511,100006260170001422
202511,100068003170000051
202511,100061819170000443
202511,100064204170000414
202511,100061972170001065
202511,100063733170000863
202511,100063755170000440
202511,100006125170001937
202511,100065284170000669
202511,100063795170000646
202511,100063976170003711
202511,100063976170003719
202511,100064217170000722
202511,100059895170000456
202511,100064208170000771
202511,100068001170000389
202511,100067996170000315
202511,100006095170000827
202511,100059897170000738
202511,100063733170000688
202511,100063734170001099
202511,100062954170000710
202511,100062954170000726
202511,100052806170000360
202511,100067969170000407
202511,100063795170000764
202511,100063976170002923
202511,100006790170000199
202511,100061489170002443
202511,100063734170001432
202511,100059896170000318
202511,100060610170001418
202511,100063755170000472
202511,100063750170000400
202511,100064164170000306
202511,100068005170000911
202511,100006317170000860
202511,100064114170000573
202511,100064011170000616
202511,100006760170000860
202511,100067996170000380
202511,100068003170000059
202511,100067974170000130
202511,100063685170001659
202511,100063750170000499
202511,100063795170000630
202511,100064127170001317
202511,100060697170000717
202510,100007008170000178
202510,100007007170000115
202510,100064125170001481
202510,100063793170000961
202510,100067969170001001
202510,100060697170000909
202510,100064220170000282
202510,100069967170001345
202510,100006760170001435
202510,100007006170000283
202510,100068018170000559
202510,100007006170000126
202510,100007006170000150
202510,100007006170000134
202510,100006345170000392
202510,100069978170000161
202510,100063976170002728
202510,100007001170000613
202510,100067962170000771
202510,100006730170000601
202510,100063982170001368
202510,100006095170000844
202510,100006860170001467
202510,100063653170001265
202510,100063976170004522
202510,100064219170001329
202510,100063653170000745
202510,100006125170002548
202510,100063884170001378
202510,100006385170002595
202510,100006730170001041
202510,100061489170003803
202510,100084086170000686
202510,100006760170000638
202510,100060747170000292
202510,100006385170001920
202510,100006385170001668
202510,100063686170001756
202510,100060512170002620
202510,100006480170001067
202510,100006125170001662
202510,100006135170001807
202510,100006335170000996
202510,100059896170000494
202510,100068001170000829
202510,100064125170001011
202510,100064106170002596
202510,100068125170000166
202510,100069960170000434
202510,100064114170000565
202510,100064106170002515
202510,100060512170001726
202510,100006860170001136
202510,100006997170000399
202510,100006860170001126
202510,100064106170002536
202510,100111868170000222
202510,100006125170001913
202510,100060579170000622
202510,100069964170000588
202510,100061949170000755
202510,100063663170000509
202510,100063734170001320
202510,100063653170000686
202510,100006260170001510
202510,100064125170001019
202510,100064204170000398
202510,100064230170000713
202510,100060579170000493
202510,100063685170001651
202510,100060739170000882
202510,100006159170000642
202510,100052806170000445
202510,100006470170001078
202510,100064127170001357
202510,100068005170000975
202510,100063715170000816
202510,100059896170000653
202510,100061220170000957
202510,100063884170001009
202510,100064113170000206
202510,100064117170001109
202510,100084086170000743
202510,100064245170000233
202510,100061115170001178
202510,100060512170001537
202510,100063653170000662
202510,100063733170000831
202510,100006125170001672
202510,100006500170000876
202510,100006125170001888
202510,100064012170001253
202510,100064127170001431
202510,100061115170001674
202510,100063755170000431
202510,100006159170000618
202510,100064206170000676
202510,100064160170001126
202510,100060049170001225
202510,100063715170000857
202510,100064230170000918
202510,100006740170000824
202510,100060739170000944
202510,100006997170000387
202510,100063755170000607
202510,100063734170001203
202510,100007004170000071
202510,100067962170000739
202510,100006470170001013
202510,100067987170000213
202510,100006135170001877
202510,100006860170001053
202510,100061489170002435
202510,100006159170000650
202510,100060049170000966
202510,100063976170003695
202510,100067970170000145
202510,100064207170000865
202510,100059895170000840
202510,100068005170000895
202510,100006500170000823
202510,100063976170003170
202510,100060632170000600
202510,100063976170003591
202510,100063976170003647
202510,100061115170001237
202510,100064125170000839
202510,100063795170000586
202510,100063795170000715
202510,100064160170001110
202510,100063733170000805
202510,100006740170000746
202510,100069978170000145
202510,100060512170001663
202510,100068005170001137
202510,100063793170000622
202510,100064106170001722
202510,100061819170000427
202510,100068004170000042
202510,100064100170000582
202510,100059896170000310
202510,100063972170000388
202510,100069964170000620
202510,100060049170001233
202510,100069957170000109
202510,100061949170000624
202510,100006385170001676
202510,100006470170000976
202510,100063653170000719
202510,100063976170003275
202510,100063976170003283
202510,100064217170000787
202510,100064127170001487
202510,100059895170000520
202510,100069977170001203
202510,100060512170001819
202510,100063982170001424
202510,100060610170001014
202510,100064240170000288
202510,100067962170000787
202510,100068004170000050
202510,100063976170003515
202509,100007008170000075
202509,100007007170000022
202509,100007007170000030
202509,100063686170002616
202509,100063976170004576
202509,100007006170000198
202509,100006370170000596
202509,100064230170000620
202509,100063748170000960
202509,100064194170000612
202509,100064164170000372
202509,100006997170000188
202509,100006120170000752
202509,100064220170000195
202509,100006155170000889
202509,100006159170000608
202509,100006280170001149
202509,100063880170000632
202509,100061961170000777
202509,100063973170000722
202509,100061972170001615
202509,100061489170003765
202509,100064117170001049
202509,100006810170000758
202509,100063884170001411
202509,100061819170000419
202509,100063884170001153
202509,100064113170000416
202509,100064204170000525
202509,100061489170003741
202509,100060632170000575
202509,100006385170001573
202509,100064117170001142
202509,100064220170000065
202509,100064106170001631
202509,100063976170004441
202509,100063976170004546
202509,100064011170000752
202509,100064230170001541
202509,100068125170000131
202509,100068009170000277
202509,100006740170000779
202509,100064232170000608
202509,100069977170001211
202509,100006155170001381
202509,100060512170002470
202509,100068018170000539
202509,100063734170001344
202509,100060512170002434
202509,100069978170000153
202509,100006301170000630
202509,100006125170001848
202509,100064156170000439
202509,100063884170001328
202509,100064125170001035
202509,100064209170000306
202509,100060632170000491
202509,100006335170000858
202509,100006335170000842
202509,100061220170000965
202509,100006485170000961
202509,100063653170000694
202509,100063755170000522
202509,100063976170003299
202509,100063715170000783
202509,100006335170000907
202509,100061115170001536
202509,100006301170000583
202509,100084086170000654
202509,100063799170000485
202509,100063734170001213
202509,100064117170001276
202509,100068001170000078
202509,100064113170000198
202509,100006155170000937
202509,100064012170000907
202509,100006280170001231
202509,100059897170000334
202509,100061489170002549
202509,100007003170000070
202509,100060579170000525
202509,100063742170000343
202509,100061220170001094
202509,100060512170001627
202509,100060049170000907
202509,100064100170000634
202509,100006860170001093
202509,100060934170000616
202509,100060648170000818
202509,100006265170000045
202509,100006317170001145
202509,100006385170001856
202509,100006385170002558
202509,100064100170000617
202509,100059897170000494
202509,100068125170000099
202509,100006185170000605
202509,100067978170000155
202509,100067969170000447
202509,100064164170000314
202509,100060512170001545
202509,100063685170001267
202509,100006335170001370
202509,100063799170000400
202509,100059896170000390
202509,100052806170000436
202509,100063755170000615
202509,100006205170000528
202509,100006345170000412
202509,100006280170001264
202509,100007001170000532
202509,100068009170000118
202509,100006435170000706
202509,100064108170000695
202509,100064211170000137
202509,100059279170000174
202509,100063976170003743
202509,100067978170000257
202509,100059895170000312
202509,100062954170000660
202509,100064156170000329
202509,100060579170000582
202509,100060747170000300
202509,100063734170001456
202509,100064164170000413
202509,100064244170000234
202509,100063742170000362
202509,100063733170000781
202509,100063707170001034
202509,100060610170000990
202509,100059897170001023
202509,100060697170000562
202509,100063795170000748
202509,100006760170000909
202509,100006159170000548
202509,100061489170002109
202509,100060697170000598
202509,100063799170000374
202509,100006280170001175
202509,100063755170000514
202509,100067970170000129
202509,100063663170000598
202509,100063715170000840
202509,100064219170000809
202509,100006999170000238
202509,100063733170000879
202509,100063880170000800
202509,100060512170002393
202509,100063799170000610
202509,100064207170000874
202509,100068018170000505
202509,100006125170001681
202509,100069978170000121
202509,100060049170000821
202509,100069957170000300
202509,100061220170001150
202509,100064211170000146
202509,100064230170000998
202509,100006810170000377
202509,100068018170000513
202509,100069957170000284
202509,100064011170000668
202508,100007008170000083
202508,100007007170000123
202508,100064212170000458
202508,100006159170000666
202508,100061489170002729
202508,100068004170000032
202508,100063686170002395
202508,100006159170000898
202508,100006760170000586
202508,100063976170004537
202508,100067997170000526
202508,100067996170000372
202508,100006880170000651
202508,100006125170001653
202508,100063715170000741
202508,100061115170001658
202508,100006135170001815
202508,100064230170000910
202508,100060639170002136
202508,100063707170000958
202508,100006435170000662
202508,100006810170000462
202508,100006470170000888
202508,100006480170000922
202508,100061489170003680
202508,100006035170000678
202508,100061220170001175
202508,100060934170000535
202508,100006125170001864
202508,100084086170000646
202508,100061819170000393
202508,100063976170003226
202508,100064125170000961
202508,100064127170001423
202508,100068001170000794
202508,100006485170000986
202508,100006035170000695
202508,100064219170000920
202508,100070657170000534
202508,100064127170001479
202508,100060049170000718
202508,100064100170000725
202508,100059897170001047
202508,100006155170001040
202609,100007002170000429
202609,100064100170001002
202609,100064125170001523
202609,100060639170002721
202609,100060934170000810
202609,100062123170000491
202609,100060648170000848
202609,100067969170001023
202609,100059277170000111
202609,100064127170001999
202609,100067969170001021
202609,100006260170002020
202609,100063734170001994
202609,100064241170000682
202609,100063982170001719
202609,100006345170000571
202609,100068005170001571
202609,100060643170001225
202609,100059898170000388
202609,100059898170000387
202609,100063755170000940
202609,100063815170001171
202609,100063748170001431
202609,100006260170002015
202609,100006280170001298
202609,100063815170001155
202609,100006120170001086
202609,100063733170000904
202609,100006345170000404
202609,100006470170001469
202609,100006740170000942
202609,100063748170001084
202609,100063972170000398
202609,100006317170000836
202609,100006265170000046
202609,100006215170000208
202609,100006999170000484
202609,100006993170000151
202609,100063707170001224
202609,100064208170000820
202609,100006185170000632
202609,100059279170000133
202609,100006470170001112
202609,100006135170002529
202609,100006730170000618
202609,100069967170001073
202609,100006860170001407
202609,100064114170000769
202609,100059279170000183
202609,100067962170000837
202609,100060049170000959
202609,100062954170000727
202609,100006880170000644
202609,100063750170000516
202609,100064217170000748
202609,100064117170001135
202609,100006740170000934
202609,100060632170000652
202609,100060639170002313
202608,100059895170001442
202608,100006125170002574
202608,100006740170000900
202608,100061220170001127
202608,100064114170000681
202608,100063795170000587
202608,100067969170000392
202607,100006280170001942
202607,100067969170001044
202607,100006125170002671
202607,100063750170000676
202607,100068005170001602
202607,100059895170001505
202607,100068125170000237
202607,100061961170001053
202607,100064117170001714
202607,100070657170000748
202607,100059895170001487
202607,100059896170000870
202607,100064125170001508
202607,100064125170001500
202607,100063733170001138
202607,100063733170001137
202607,100064217170001118
202607,100064212170001006
202607,100060934170000804
202607,100067969170001013
202607,100061115170002201
202607,100067996170000703
202607,100063734170001985
202607,100063799170000627
202607,100064127170001992
202607,100068001170000845
202607,100062954170000880
202607,100069964170000961
202607,100059897170001749
202607,100069960170000845
202607,100067962170001119
202607,100059897170001032
202607,100006335170001397
202607,100060747170000411
202607,100067996170000660
202607,100006860170001457
202607,100006860170001465
202607,100060049170000908
202607,100062123170000418
202607,100068001170000434
202607,100006159170000873
202607,100068125170000138
202607,100068125170000162
202607,100006385170001905
202607,100006435170000770
202607,100006480170001094
202607,100006760170000946
202607,100006962170000122
202607,100064127170001488
202607,100006740170000926
202607,100006810170000455
202607,100064117170001261
202607,100006155170001041
202607,100006385170001913
202607,100006960170000152
202607,100006335170001371
202607,100064208170000876
202607,100064217170000796
202607,100006790170000192
202607,100006493170000576
202607,100006385170001970
202607,100006135170002520
202607,100006120170000837
202607,100063755170000532
202607,100006880170000576
202607,100061220170001168
202607,100060739170000945
202607,100006500170000903
202607,100063972170000495
202607,100063734170001313
202607,100068001170000498
202607,100068001170000506
202607,100068005170000960
202607,100059895170000409
202607,100060610170001113
202607,100063972170000519
202607,100063799170000410
202607,100069964170000734
202607,100064127170001464
202607,100063748170001108
202607,100006993170000135
202607,100006810170000752
202607,100063707170001198
202607,100060739170000919
202607,100063972170000389
202606,100061115170002245
202606,100061819170000622
202606,100063843170000865
202606,100006385170002686
202606,100067969170001042
202606,100006493170000813
202606,100059895170001497
202606,100068125170000235
202606,100061949170001066
202606,100069964170000977
202606,100067969170001036
202606,100069977170001406
202606,100070657170000746
202606,100064164170000546
202606,100007002170000420
202606,100060632170000950
